"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","cluster","label"
"21","HALLMARK_IL2_STAT5_SIGNALING",0.116376839289127,0.277087712593159,-0.439271830116481,-1.26064438245209,608,198,"Il10, Ltb, Cdc6, Batf, Cxcl10, Eno3, Pim1, Slc1a5, Pus1, Abcb1a, Flt3l, Cd79b, Socs2, Ptrh2, Plscr1, Spred2, Tnfsf10, Gbp3, Syngr2, Slc39a8, Gpx4, Uck2, St3gal4, Nfkbiz, Cst7, Lrrc8c, Pdcd2l, Slc29a2, Cd81, Hk2, Pnp, Eef1akmt1, Etv4, Maff, Wls, Rragd, Ifngr1, Nop2, Ifitm3, Cdkn1c, Itga6, Umps, Dcps, Batf3, Cd83, Ccne1, Bcl2l1, Galm, Snx9, Cd86, Fgl2, Myo1c, Il2rb","CombovsBMS","Ribo_vs_DMSO"
"22","HALLMARK_APOPTOSIS",0.153742283950617,0.349414281705948,-0.43642689253289,-1.23035808022812,796,161,"Tnf, Il1b, Wee1, Gsr, Casp7, Irf1, Cdk2, Prf1, Hmgb2, Brca1, Tnfsf10, Slc20a1, Gpx4, Hspb1, Bax, Ebp, Birc3, Vdac2, Casp8, Btg3, Ccna1, Top2a, Tap1, Cdc25b, Etf1, Sc5d, Tgfb2, Timp3","CombovsBMS","Ribo_vs_DMSO"
"23","HALLMARK_ANGIOGENESIS",0.168903374233129,0.353923816803618,0.499514012158179,1.22085238601756,880,36,"Fgfr1, Tnfrsf21, Ccnd2, Pdgfa, Spp1, Vcan, Itgav, App, Jag1, S100a4, Stc1, Lrpap1","CombovsBMS","Ribo_vs_DMSO"
"24","HALLMARK_ADIPOGENESIS",0.169883432065737,0.353923816803618,-0.41667858352866,-1.19580514751928,888,198,"Cavin2, Scarb1, Me1, Aldoa, Cdkn2c, Dnajc15, Ndufab1, Ak2, Vegfb, Sdhb, Samm50, Slc1a5, Tkt, Cd151, Hspb8, Angpt1, Gpd2, Ech1, Pgm1, Cox7b, Acadl, Phyh, Uqcrq, Elmod3, Coq5, Acaa2, Uqcrc1, Aco2, Gpx4, Dhrs7b, Sdhc, Tst, Mgst3, Pemt, Pim3, Omd, Cox8a, Taldo1, Mdh2, Dram2, Grpel1, Lipe, Ndufa5, Fzd4, Mgll, Qdpr, Pparg, Uqcr10, Cyc1, Ifngr1, Uqcr11, Sncg, Cd302, Ndufs3, Cmpk1, Suclg1, Fabp4, Pex14, Chchd10, Slc19a1, Mrpl15, Decr1, Ndufb7, Enpp2, Esyt1, Ghitm, Idh3a, Aifm1, Pfkfb3, Itih5, Idh3g, Phldb1, Ppp1r15b, Dhcr7, Dld, Reep5, Rab34, Cox6a1, Dlat","CombovsBMS","Ribo_vs_DMSO"
"25","HALLMARK_UV_RESPONSE_UP",0.230350194552529,0.460700389105058,-0.409250321144837,-1.14678250548079,1183,154,"Pdlim3, Tuba4a, Aldoa, Psmc3, Abcb1a, Rfc4, Irf1, Rrad, Parp2, Cdk2, Ggh, Mrpl23, Ppp1r2, Cdc34, Cebpg, Polr2h, Nfkbia, Tst, Pdap1, Btg3, Tap1, Selenow, Grpel1, Arrb2, Lyn, Hspa2, Rpn1, Bak1, Spr, Nr4a1, Gal, Icam1, Alas1, Cdkn1c, Bid, Polg2, Asns, Fkbp4, Wiz, Kcnh2, Ap2s1, Ccne1, Fen1, Bsg","CombovsBMS","Ribo_vs_DMSO"
"26","HALLMARK_TGF_BETA_SIGNALING",0.280688188671951,0.539784978215289,0.421185783860782,1.1041206047071,1451,53,"Ski, Smurf2, Smad3, Ncor2, Smurf1, Hipk2, Sptbn1, Arid4b, Apc, Tjp1, Fnta, Map3k7, Tgfbr1, Bmpr2, Trim33, Ctnnb1","CombovsBMS","Ribo_vs_DMSO"
"27","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.341043777480405,0.568406295800675,0.42452134789453,1.06817881801865,1783,42,"Ncor2, Nkd1, Ptch1, Ccnd2, Maml1, Numb, Hey2, Ppard, Notch1, Ctnnb1, Hey1, Axin1, Adam17, Axin2, Jag1","CombovsBMS","Ribo_vs_DMSO"
"28","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.340970631118517,0.568406295800675,-0.433260364403329,-1.04978633934215,1636,48,"Gsr, Prdx4, Lamtor5, Mbp, Txn1, Gpx4, Pdlim1, Ndufs2, Ndufa6, Cdkn2d, Prdx6, Ipcef1","CombovsBMS","Ribo_vs_DMSO"
"29","HALLMARK_HYPOXIA",0.336136059621632,0.568406295800675,-0.367810281502393,-1.05556043751124,1758,198,"Scarb1, Dtna, Aldoa, Eno3, Tgfb3, Jmjd6, Pim1, Sdc2, Chst3, Slc37a4, Csrp2, Sap30, Ppp1r3c, Pgm1, Ldha, Galk1, Cp, Ilvbl, Stbd1, Hk2, Tpi1, Ppargc1a, Pgk1, Maff, Gys1, Cdkn1b, Pygm, Tgfbi, Pgam2, Siah2, Ugp2, Cdkn1a, Rragd, Fam162a, Vldlr, Gpi1, Pgf, Gpc4, Adm, Cdkn1c, Mif, Gapdhs, Nr3c1, Pdk3, Bnip3l, Cxcr4, Gpc1, Tnfaip3, Gpc3, Ccn5, Ak4, Prdx5, Plac8, Phkg1, Gcnt2, Slc2a3, Pfkfb3, Pdgfb, Isg20, Ndst2, Nfil3, Atf3","CombovsBMS","Ribo_vs_DMSO"
"30","HALLMARK_ESTROGEN_RESPONSE_LATE",0.308269230769231,0.568406295800675,-0.375625239670274,-1.07361250173853,1602,191,"Pdlim3, Cdc6, Gins2, Batf, Scarb1, Tspan13, Idh2, Frk, Impa2, Myb, Hspb8, Nxt1, Fdft1, Slc29a1, Rbbp8, Gper1, Rnaseh2a, Gfus, Tst, Btg3, Ccna1, Top2a, Plk4, Sord, Npy1r, Perp, Cdc20, Ptpn6, Siah2, Dynlt3, Gal, Nab2, Tnnc1, Cyp26b1, Anxa9, Bag1, Cox6c, Fkbp4, Fabp5, Dusp2","CombovsBMS","Ribo_vs_DMSO"
"31","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.414697637164598,0.647965058069684,-0.367741817883034,-0.990248456412312,2070,105,"Lck, E2f1, Cdk1, Sla, Ppp1ca, Cdk2, Smad2, Pfn1, Prkaa2, Hras, Atf1, Actr3, Cfl1, Nfkbib, Csnk2b, Ube2d3, Grk2, Pitx2, Ecsit, Plcb1, Cdkn1b, Trib3, Prkcb, Cdkn1a, Akt1, Ralb, Arpc3, Eif4e, Cdk4","CombovsBMS","Ribo_vs_DMSO"
"32","HALLMARK_COMPLEMENT",0.410966755827283,0.647965058069684,-0.350091134436096,-1.00093094835502,2150,185,"Lck, Me1, Csrp1, Pim1, Casp7, Irf1, Ppp4c, Gpd2, Psmb9, Pfn1, Src, Stx4a, Ccl5, Plscr1, Cp, Actn2, Sirt6, Lap3, Gnb2, Prcp, Kcnip3, Pik3r5, Fdx1, Lyn, Rce1, Maff, Pik3cg, Dpp4, Hspa1a, Gzma, Akap10, Sh2b3, Dock10, Ang, Pcsk9, Dusp5, Irf2, Rhog, Casp4, Gnai2","CombovsBMS","Ribo_vs_DMSO"
"33","HALLMARK_GLYCOLYSIS",0.444699140401146,0.673786576365373,-0.342042508479102,-0.982146746866846,2327,199,"Me1, Aldoa, Cdk1, Sdc2, Hax1, Nasp, Got2, Arpp19, Slc37a4, Got1, Sap30, Stmn1, Ldha, Galk1, Txn1, Ppia, Aurka, Gfus, Sdhc, Prps1, Nsdhl, Taldo1, Me2, Hk2, Mdh2, Tpi1, Psmc4, Pgk1, Ndufv3, Gys1, Tgfbi, Pgam2, Ugp2, Cyb5a, Pkm, Rragd, Fam162a, Vldlr, Depdc1a, Gpc4, Lhx9, Ang, Mif, Cenpa, Gapdhs, Fkbp4, Slc35a3, Nol3, Pdk3, Paxip1, Cxcr4, Gpc1, Spag4, Gpc3, Ak4, Plod2, Pgam1, Ecd, Nt5e, Isg20, Dld, Slc16a3, Pgls, Idua, Egln3, Bpnt1, Ddit4, Tpbg, Gmppa, Slc25a13, B4galt1, Vegfa","CombovsBMS","Ribo_vs_DMSO"
