"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","cluster","label"
"21","HALLMARK_COAGULATION",0.128765992571193,0.296764638869902,0.367647085761848,1.17897536902617,311,134,"Usp11, Sh2b2, Adam9, C1qa, Rapgef3, Pecam1, Ctsk, Hmgcs2, Ctsb, Plek, Fbn1, Fn1, Rabif, Bmp1, S100a1, Iscu, Sparc, Hpn, Gsn, Tfpi2, Cfd, Plat, Htra1, Serpinc1, Trf, Mmp11, Lrp1, Ctso, Cpq, Dusp14, Pdgfb, Ctsh, Timp1, Ctsl, Cfh, Lgmn, Masp2, Rac1, Lamp2, A2m, Plau, Crip2, Casp9, Cfi, Proz, S100a13, Lta4h, P2ry1, Pros1, Apoc1","CombovsRibo","Combo_vs_Ribo"
"22","HALLMARK_ESTROGEN_RESPONSE_LATE",0.130576441102757,0.296764638869902,-0.402862093644838,-1.18690119038554,1041,191,"Th, Gper1, Cyp26b1, Pdlim3, Slc29a1, Tst, Id2, Myb, Ccna1, Homer2, Perp, Fdft1, Anxa9, Frk, Fos, Ccnd1, Car2, Cdc20, Kif20a, Impa2, Chst8, Idh2, Celsr2, Btg3, Hr, Cdc6, Fabp5, Lamc2, Slc27a2, Dhcr7, Isg20, Gins2, Batf, Fkbp4, Gal, Nab2, Gfus, Plk4, Top2a, Pcp4, S100a9, Scarb1","CombovsRibo","Combo_vs_Ribo"
"23","HALLMARK_BILE_ACID_METABOLISM",0.138975155279503,0.302119902781528,0.378585997875164,1.18199875071125,357,111,"Cyp46a1, Abca5, Cyp27a1, Ephx2, Optn, Efhc1, Mlycd, Rbp1, Pxmp2, Pnpla8, Slc23a1, Abca1, Npc1, Pex7, Acsl1, Pex1, Slc23a2, Gnmt, Amacr, Pex13, Idh1","CombovsRibo","Combo_vs_Ribo"
"24","HALLMARK_ESTROGEN_RESPONSE_EARLY",0.145201392342118,0.302502900712747,0.340998403089661,1.13697294862592,291,195,"Krt8, Krt18, Rapgefl1, Plaat3, Podxl, Elf1, Nrip1, Bcl2, Chpt1, Adcy9, Sfn, Slc22a5, Add3, Med13l, Slc19a2, Lrig1, Cbfa2t3, Elovl2, Mapt, Fkbp5, Slc37a1, Mlph, Itpk1, Amfr, Flnb, Dynlt3, Wfs1, Blvrb, Sh3bp5, Abhd2, Kazn, Jak2","CombovsRibo","Combo_vs_Ribo"
"25","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.169372216635541,0.338744433271082,-0.457991025964389,-1.2050002056905,1178,71,"Ech1, Ldlr, Fdft1, Plscr1, Stard4, Trib3, Cyp51, Tmem97, Hmgcs1, Idi1, Fabp5, Lss, Nsdhl, Hmgcr, Fads2, Dhcr7, Atf5, Srebf2, Aldoc, Pcyt2, Pmvk, Antxr2, Jag1, Atxn2, Gstm7, Mvd, Tm7sf2, Ebp, Plaur, Pdk3, Sc5d, Atf3, Cd9, Actg1, Mal2, Fdps","CombovsRibo","Combo_vs_Ribo"
"26","HALLMARK_KRAS_SIGNALING_DN",0.177724821271792,0.341778502445754,-0.390360192670125,-1.15084620322313,1416,193,"Mefv, Mx2, Rsad2, Ntf3, Itih3, Arpp21, Capn9, Macroh2a2, Ccna1, Pdk2, Skil, Gpr3, Gamt, Gpr19, Ybx2, Tenm2, Abcg4, Cntfr, Celsr2, Arhgdig, Serpinb2, Col2a1, Bmpr1b, Cyp39a1, Ryr2","CombovsRibo","Combo_vs_Ribo"
"27","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.209955643173977,0.388806746618477,0.327741856451965,1.09302833971569,425,193,"Col7a1, Pdgfrb, Sat1, Crlf1, Cdh11, Lama2, Fuca1, Itgb5, Gadd45a, Col4a2, Spp1, Snai2, Fzd8, Col4a1, Magee1, Mylk, Sgcb, Sgcg, Slit2, Col6a3, Fbn1, Slc6a8, Fn1, Serpine2, Il15, Fbln5, Bmp1, Col6a2, Fgf2, Ecm2, P3h1, Col1a2, Lum, Thbs2, Notch2, Matn2, Bgn, Aplp1, Tpm2, Sparc, Col1a1, Col5a1, Lamc1, Lrrc15, Rhob, Plod1, Tfpi2, Col11a1, Tagln, Col12a1, Tgfb1, Msx1, Htra1, Itgb1, Col5a3, Col5a2, Copa, Postn, Fap, Mest, Slit3, Matn3, Calu, Pfn2, Igfbp2, Lgals1, Anpep, Lrp1, Col16a1","CombovsRibo","Combo_vs_Ribo"
"28","HALLMARK_APOPTOSIS",0.238819320214669,0.426463071811909,0.329722081516996,1.07944670633945,533,161,"Krt18, Txnip, Pdgfrb, Sat1, Bcl2l11, Diablo, Pea15a, H1f0, Ank, Gadd45a, Sptan1, Madd, Cyld, Casp3, Bmf, Casp6, Ccnd2, Lum, Hgf, Dnajc3, Btg2, F2r, Bgn, Satb1, Nedd9, Rock1, Gch1, Gsn, Casp1, Igf2r, Rhob, Ifngr1","CombovsRibo","Combo_vs_Ribo"
"29","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.269061121613106,0.448435202688511,-0.37359191184652,-1.09646478728857,2134,183,"Ech1, Ldha, Mtrf1, Gpi1, Timm50, Hspa9, Mrpl11, Idh2, Cox10, Mrps15, Timm10, Mrps30, Bdh2, Got2, Ndufa9, Mrpl35, Mrpl34, Ndufs8, Phb2, Ndufb6, Sdhd, Timm13, Nqo2, Surf1, Vdac2, Eci1, Ndufb3, Polr2f, Decr1, Ndufc2, Supv3l1, Hsd17b10, Sdha, Vdac1, Bax, Abcb7, Prdx3, Retsat, Uqcrc2, Ndufs7, Atp6v1c1, Ndufb5, Bckdha, Ndufv1, Cox5b, Ndufs2, Mrps11, Ndufs6, Cox7a2, Slc25a20, Ndufa8, Ndufb7, Idh3b, Oxa1l, Ndufa2, Cox6b1, Cyb5a, Mtx2, Cox8a, Lrpprc, Htra2, Atp6v1g1, Ndufb8, Uqcrq, Opa1, Ndufab1, Uqcrfs1, Gpx4, Aco2, Tomm22, Mfn2, Ndufa5, Atp6v1e1, Uqcr10, Echs1, Timm17a, Tomm70a","CombovsRibo","Combo_vs_Ribo"
"30","HALLMARK_FATTY_ACID_METABOLISM",0.261574374270523,0.448435202688511,-0.383185213585901,-1.10331715439775,2016,151,"G0s2, Ech1, Ldha, Mgll, Acot2, Gpd2, Mif, Me1, Aldoa, Ywhah, Ube2l6, Car2, Hmgcs1, Idi1, Nsdhl, Apex1, Dhcr24, Bmpr1b, Pcbd1, Cryz, Psme1, Hsph1, Ncaph2, Adsl, Gad2, Prdx6, Hsd17b11, Car4, Grhpr, Sdhd, Hsp90aa1, Aldh9a1, Suclg2, Eci1, Decr1, Nthl1, Hsd17b10, Sdha, Acsl5, Odc1","CombovsRibo","Combo_vs_Ribo"
"31","HALLMARK_UV_RESPONSE_UP",0.286825726141079,0.462622138937224,-0.377987907407398,-1.08988898344384,2211,154,"Pdlim3, Kcnh2, Tap1, Tst, Asns, Il6, Rrad, Dlg4, Aldoa, Fos, Nr4a1, Car2, Ptprd, Btg3, Ggh, Mapk8ip2, Abcb1a, Col2a1, Cdc34, Tyro3, Irf1, Mrpl23, Bak1, Ccne1, Fkbp4, Wiz, Gal, Polr2h, Pole3, Rfc4, Ago2, Tfrc, Parp2, Bid, Pdap1, Psmc3, Cdkn1c, Dnajb1, Lhx2, Atp6v1c1, Cxcl1, Bsg, Fosb","CombovsRibo","Combo_vs_Ribo"
"32","HALLMARK_KRAS_SIGNALING_UP",0.297537192149019,0.464901862732842,-0.364866904663965,-1.07864075368856,2379,198,"Il1b, Kcnn4, G0s2, Hdac9, Cxcl10, Psmb8, Aldh1a3, Id2, Sparcl1, Epb41l3, Akap12, Tnfaip3, Car2, Cxcr4, Gypc, Tmem176b, Abcb1a, Etv1, Etv4, Tnnt2, Ptgs2, Inhba, Mycn, Ppbp, Igf2, Trib1, Ptbp2, Pcp4, Prelid3b, Gprc5b, Yrdc, Birc3, Rgs16, Il7r, Prkg2, Map4k1, Lif, Mmp10, Clec4a3, Adamdec1, Aldh1a2","CombovsRibo","Combo_vs_Ribo"
"33","HALLMARK_XENOBIOTIC_METABOLISM",0.355282555282555,0.522474346003758,0.305025113715457,1.01688130361909,722,192,"Apoe, Entpd5, Cyp2e1, Cyfip2, Pdlim5, Pts, Cyp27a1, Jup, Gclc, Pdk4, Abcc3, Npc1, Irf8, Gss, Asl, Csad, Etfdh, Abhd6, Nfs1, Pink1, Gsto1, Gnmt, Sertad1, Ccl25, Idh1, Slc46a3, Dcxr, Casp6, Blvrb, Hacl1, Cat, Crot, Ets2, Man1a, Acox3","CombovsRibo","Combo_vs_Ribo"
"34","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.344972826086957,0.522474346003758,-0.382804763386209,-1.0616680166845,2538,108,"Chac1, Eif4ebp1, Asns, Vegfa, Hspa9, Ddit4, Psat1, Nhp2, Aldh18a1, Mthfd2, Herpud1, Rrp9, Exosc10, Sdad1, Rps14, Ywhaz, Dkc1, Npm1, Banf1, Xpot, Zbtb17, Srprb, Eif4a3, Atf4, Exosc5, Shc1, Eif2s1, Nolc1, Exoc2, Stc2, Bag3, Ddx10, Yif1a, Sec11a, Eif4a1, Ero1a, Exosc1, Atf3, Nop56, Khsrp, Exosc9, Pdia6, Parn, Cebpg, Spcs1, Cks1b, Eif4g1","CombovsRibo","Combo_vs_Ribo"
"35","HALLMARK_ANGIOGENESIS",0.423519736842105,0.605028195488722,0.387304826292227,1.00462862018308,1544,36,"Spp1, Jag2, Lrpap1, Pdgfa, Lpl, Nrp1, Fgfr1, Ccnd2, Lum, Msx1, Tnfrsf21, Col5a2, Postn","CombovsRibo","Combo_vs_Ribo"
"36","HALLMARK_COMPLEMENT",0.489621336017109,0.680029633357096,-0.336300243229556,-0.988237058796329,3891,185,"Pcsk9, Hspa1a, Spock2, Psmb9, Lck, Kcnip2, Kcnip3, Src, Il6, Maff, Irf7, Gpd2, Plscr1, Me1, Tnfaip3, Car2, Serpinb2, L3mbtl4, Irf1, Prdm4, Gzma, Lap3, Mt3, Pfn1, Ccl5, S100a9, Mmp8, Ppp4c","CombovsRibo","Combo_vs_Ribo"
"37","HALLMARK_PANCREAS_BETA_CELLS",0.506879299562226,0.684972026435441,-0.405355318400895,-0.96973654715009,3241,39,"Syt13, Isl1, Pax6, Dcx, Pcsk1, Akt3, Abcc8, Insm1, Srprb, Scgn, Dpp4, Neurod1, Sec11a, Gck","CombovsRibo","Combo_vs_Ribo"
