pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge,cluster,label
HALLMARK_ANDROGEN_RESPONSE,0.27178746109381946,0.41179918347548405,-0.43999667752652366,-1.1192687488589186,2444,95,,Combo,Combo_vs_DMSO
HALLMARK_ANGIOGENESIS,0.31307456588355465,0.4604037733581686,-0.49280845057919725,-1.114318591518491,2451,36,,Combo,Combo_vs_DMSO
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.3824207176560957,0.5463153109372796,-0.4107079238270304,-1.0539357951851027,3484,105,,Combo,Combo_vs_DMSO
HALLMARK_PEROXISOME,0.4933862433862434,0.67462703261979,-0.38977262652176403,-0.9971595207162578,4475,101,,Combo,Combo_vs_DMSO
HALLMARK_MYOGENESIS,0.4992240041386446,0.67462703261979,-0.37271476956576377,-0.9976913882014491,4824,198,,Combo,Combo_vs_DMSO
HALLMARK_NOTCH_SIGNALING,0.5200673226307613,0.6842991087246859,-0.4376867665704318,-0.9739666858406945,4016,32,,Combo,Combo_vs_DMSO
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.6357963055416874,0.8147145410577227,-0.3894236791478703,-0.9007285227098469,5093,42,,Combo,Combo_vs_DMSO
HALLMARK_UV_RESPONSE_UP,0.6517716328461781,0.8147145410577227,-0.35122142695889313,-0.9276922257211218,6198,154,,Combo,Combo_vs_DMSO
HALLMARK_HEME_METABOLISM,0.6761363636363636,0.8245565410199557,0.26342162664168145,0.9463182579521405,237,188,,Combo,Combo_vs_DMSO
HALLMARK_TGF_BETA_SIGNALING,0.7148334531512102,0.850992206132393,-0.35841351885582634,-0.8547938182873068,5965,53,,Combo,Combo_vs_DMSO
HALLMARK_BILE_ACID_METABOLISM,0.7643277402484201,0.8887531863353723,-0.33163179358599354,-0.8544990058291201,7014,111,,Combo,Combo_vs_DMSO
HALLMARK_PANCREAS_BETA_CELLS,0.8333755060728745,0.9058429413835591,-0.33340301246841597,-0.7621013233629848,6586,39,,Combo,Combo_vs_DMSO
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.8181419807186678,0.9058429413835591,-0.3190185917441495,-0.8194903744628369,7467,108,,Combo,Combo_vs_DMSO
HALLMARK_MITOTIC_SPINDLE,0.8008273009307135,0.9058429413835591,-0.32232770007784,-0.8629398829170297,7743,199,,Combo,Combo_vs_DMSO
HALLMARK_PROTEIN_SECRETION,0.8945273631840795,0.9471801792266441,0.2569216724438936,0.8444146817572239,898,94,,Combo,Combo_vs_DMSO
HALLMARK_DNA_REPAIR,0.9092929720575783,0.9471801792266441,-0.2933002812893421,-0.7719443705800045,8590,147,,Combo,Combo_vs_DMSO
HALLMARK_SPERMATOGENESIS,0.9743781360093947,0.9942634040912192,-0.26522416140624694,-0.6935540367654435,9126,134,,Combo,Combo_vs_DMSO
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.9993771410775459,0.9993771410775459,-0.22798433092319653,-0.6079695350939552,9626,183,,Combo,Combo_vs_DMSO
