"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","cluster","label"
"21","HALLMARK_GLYCOLYSIS",0.0700103412616339,0.166691288718176,-0.462355288881702,-1.23782355273001,676,199,"Me1, Chst5, Isg20, Tgfbi, Vldlr, Slc16a3, Galk1, Hk2, Pygl, Ak4, Cdk1, Ldha, Nt5e, Stc2, Slc25a13, Cenpa, Tpi1, Aurka, Kif20a, Cxcr4, Ang, Egfr, Hs6st2, Nasp, B4galt1, Chst1, Nsdhl, Lhx9, Adora2b, Sdc3, Pfkp, Pgk1, Ak3, Plod2, Gys1, Gpc4, Mif, Cyb5a, Sdc2, Pgam1, P4ha2, Sdc1, Rragd, Cth, Aldh9a1, Prps1, Pkm, Vegfa, Hax1, Il13ra1, Hmmr, Ecd, Me2, Idua, Kdelr3, Aldoa, Depdc1a, Eno1b, Gne, Got2, Egln3, Ppfia4, Fam162a, Fkbp4, Gapdhs, Met, Rbck1, Ero1a, Slc37a4, B4galt2, Igfbp3, P4ha1, Abcb6, Stmn1, Tpbg, Ier3","Combo","Combo_vs_DMSO"
"22","HALLMARK_APOPTOSIS",0.0885002094679514,0.20113683969989,-0.466439824499573,-1.23531868167003,844,161,"Il1b, Ifitm3, Birc3, Tnfsf10, Isg20, Casp8, Tap1, Il6, Prf1, Cdkn1a, Ccna1, Tnf, Timp3, Plcb2, Irf1, Gsr, Brca1, Cdc25b, Il18, Casp4, Tspo, Avpr1a, Mgmt, Wee1, Ereg, Cd14, Cd38, Top2a, Bmp2, Emp1, Cd2, Ccnd1, Gna15, Erbb3, Gstm2, Hspb1, Cth, Btg3, Gpx3, Casp7, Fas, Lmna, Slc20a1, Cd69, Cav1, Rnasel, Lef1, Igfbp6, Cdk2, Atf3, Ccnd2, Rara, Tgfbr3, Erbb2, Il1a, Bcl2l1, Ier3, Fez1, Bcl2l2, Gpx1, Vdac2, Anxa1, Hmgb2, Cdkn1b, Rela, Lgals3, Casp1","Combo","Combo_vs_DMSO"
"23","HALLMARK_P53_PATHWAY",0.121661721068249,0.253461918892186,0.307095124293436,1.10884673148463,40,198,"H1f2, Hexim1, Coq8a, Gadd45a, Baiap2, Csrnp2, Cdk5r1, Ercc5, Mknk2, Cdkn2b, Cdkn2aip, Tspyl2, Abat, Xpc, Btg2, Slc19a2, Fuca1, Tob1, Tprkb, Prmt2, Ier5, Mxd4, Txnip, Dgka, Tsc22d1, Pdgfa, Sesn1, Trafd1, Sat1, Abcc5, Cebpa, Ddb2, Gls2, Btg1, Fbxw7, Ip6k2, Hdac3, Plxnb2, F2r, H2aj, Ldhb, Tax1bp3, Zmat3, Ppm1d, Sfn, Kif13b, Ei24, Rap2b, Traf4, Rchy1, Pmm1, Hspa4l","Combo","Combo_vs_DMSO"
"24","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.11764025448236,0.253461918892186,-0.508668243373683,-1.25567677713335,1016,71,"Ech1, Ldlr, Plscr1, Pparg, Stard4, Atf5, Jag1, Avpr1a, Tmem97, Sema3b, Trib3, Hmgcs1, Cyp51, Cxcl16, Fdft1, Idi1, Nsdhl, Hmgcr, Gpx8, Fabp5, Plaur, Antxr2, Fads2, Lss, Niban1, Mal2, Lpl, Atf3, Fbxo6, Nfil3","Combo","Combo_vs_DMSO"
"25","HALLMARK_XENOBIOTIC_METABOLISM",0.126951307763879,0.253902615527758,-0.443092530176709,-1.18470921725343,1227,192,"Ttpa, Upp1, Ech1, Psmb10, Esr1, Id2, Aqp9, Fah, Fbln1, Rbp4, Bcat1, Hsd11b1, Comt, Gcnt2, Enpep, Pycr1, Epha2, Shmt2, Gsr, Slc1a5, Tmem97, Mthfd1, Igf1, Fmo1, Upb1, Papss2, Mpp2, Cyp2j6, Tmem176b, Fbp1, F10, Cyb5a, Tnfrsf1a, Car2, Vtn, Aox1, Aldh9a1, Serpine1, Fas, Cda, Dhrs1, Pros1, Cndp2, Spint2, Arg1, Atoh8","Combo","Combo_vs_DMSO"
"26","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.156021452949781,0.300041255672655,-0.526924436313208,-1.24022374930603,1279,48,"Mbp, Sbno2, Gsr, Pdlim1, Ipcef1, Mgst1, Prdx6, Pfkp, Hhex, Abcc1, Lamtor5, Gpx3, Fes, Prdx4, Lsp1, Ptpa, Junb","Combo","Combo_vs_DMSO"
"27","HALLMARK_UV_RESPONSE_DN",0.171179781246682,0.316999594901262,-0.444444267442567,-1.16773251209531,1611,144,"Ldlr, Syne1, Gja1, Vldlr, Pparg, Mgll, Slc7a1, Synj2, Igfbp5, Has2, Ica1, Kalrn, Bhlhe40, Dbp, Mgmt, Ddah1, Gcnt1, Inpp4b, Rgs4, Nfkb1, Cap2, Adora2b, Mta1, Abcc1, Ptgfr, Ptprm, Sdc2, Lpar1, Anxa4, Sfmbt1, Ptpn21, F3, Pmp22, Tgfbr2, Serpine1, Fzd2, Dlc1, Ltbp1, Runx1, Fbln5, Pik3cd, Kit, Akt3, Itgb3, Cav1, Atp2b4, Fhl2, Rxra, Rbpms, Dyrk1a, Magi2, Igf1r, Tgfbr3, Erbb2, Col3a1, Met, Plpp3","Combo","Combo_vs_DMSO"
"28","HALLMARK_KRAS_SIGNALING_DN",0.196667011696512,0.3511910923152,-0.426249394684571,-1.13939380822859,1899,193,"Mefv, Itih3, Rsad2, Mx2, Arpp21, Ntf3, Macroh2a2, Bmpr1b, Capn9, Serpinb2, Ccna1, Arhgdig, Ifi44l, Col2a1, Tgm1, Clstn3, Skil, Cacna1f, Celsr2, Ybx2, Rgs11, Cyp39a1, Kcnmb1, Bard1, Cd80, Ryr2, Wnt16, Adra2c, Ptgfr, Gpr3, P2rx6, Thrb, Gpr19, Cntfr, Camk1d, Idua, Pdk2, Abcg4, Mfsd6, Mthfr, Il12b, Gdnf, Synpo, Gamt, Tenm2, Slc16a7","Combo","Combo_vs_DMSO"
"29","HALLMARK_APICAL_JUNCTION",0.217827932498188,0.375565400858945,-0.420387688462969,-1.12489184113355,2103,197,"Cldn14, Cd274, Lamc2, Nexn, Itga9, Tgfbi, Vcam1, Icam2, Myl9, Sgce, Src, Thbs3, Cnn2, Kcnh2, Vwf, Adamts5, Itgb4, Traf1, Vasp, Adra1b, Itga2, Cd276, Rras, Cldn19, Inppl1, Ywhah, Pbx2, Egfr, Tnfrsf11b, B4galt1, Sdc3, Sorbs3, Icam1, Ptprc, Map3k20, Calb2, Msn, Thy1, Dmp1, Pfn1, Mmp9, Nectin4, Zyx, Cercam, Fscn1, Akt3, Cd209b, Cd34, Cap1, Shc1, Lamb3, Lima1, Negr1, Stx4a, Cdh3, Skap2, Itga3, Nectin2, Actg2, Gamt, Lama3, Myh9, Adam23, Gtf2f1, Cdh1, Crat, Col16a1, Syk","Combo","Combo_vs_DMSO"
"30","HALLMARK_HEDGEHOG_SIGNALING",0.22752808988764,0.379213483146067,-0.523571058841545,-1.18387776054257,1781,36,"Gli1, Adgrg1, Vldlr, Pml, Tle3, Cdk6, Hey2, Thy1, Celsr1, Vegfa, Cntfr, Myh9, Slit1","Combo","Combo_vs_DMSO"
"31","HALLMARK_FATTY_ACID_METABOLISM",0.245937961595273,0.396674131605279,-0.424949206412119,-1.12043231182166,2330,151,"G0s2, Car4, Me1, Ech1, Aoc3, Ube2l6, Acsl5, Gpd2, Bmpr1b, Mgll, Acot2, Hpgd, Ldha, Aldh1a1, Hmgcs1, Apex1, Fmo1, Gad2, Ywhah, Idi1, Hsd17b11, Dhcr24, Prdx6, Nsdhl, Psme1, Mif, Pcbd1, Car2, Aldh9a1, Cd1d2, Acss1, Acaa2, Adsl, Blvra, Ncaph2, Aldoa, Decr1, Aldh3a2, Hsp90aa1, Gapdhs, Sdhd, Car6, S100a10, Crat, Kmt5a, Adh7, Nbn, Hccs, Eci1, Cryz, Ephx1","Combo","Combo_vs_DMSO"
"32","HALLMARK_ADIPOGENESIS",0.270046559751681,0.411799183475484,-0.410146938356562,-1.09789067058511,2609,198,"Cavin2, Me1, Ech1, Angpt1, Fah, Sncg, Gpd2, Pparg, Omd, Mgll, Tst, Sparcl1, Adig, Slc1a5, Pfkfb3, Vegfb, Phldb1, Lipe, Cdkn2c, Cd151, Tkt, Sspn, Slc5a6, C3, Ak2, Fabp4, Elovl6, Hspb8, Scarb1, Ephx2, Rreb1, Esyt1, Cmbl, Stat5a, Enpp2, Lama4, Ptger3, Gpx3, Col15a1, Samm50, Bcl2l13, Mrap, Pgm1, Itih5, Acaa2, Cyp4b1, Aldoa, Adipoq, Adcy6, Decr1, Lpl, Reep5, Plin2, Slc19a1, Cd302, Retn, Phyh, Fzd4, Pemt, Crat, Ppp1r15b, Sult1a1, Sqor","Combo","Combo_vs_DMSO"
"33","HALLMARK_ANDROGEN_RESPONSE",0.271787461093819,0.411799183475484,-0.439996677526524,-1.11926874885892,2444,95,"Aldh1a3, Bmpr1b, Homer2, Adamts1, Camkk2, Iqgap2, Ndrg1, Gsr, Hpgd, Cdk6, Hmgcs1, Tnfaip8, B2m, Akap12, Inpp4b, Idi1, Dhcr24, B4galt1, Ptk2b, Hmgcr, Pa2g4, Ccnd1, Akt1, Stk39, Slc26a2, Ptpn21, Steap4, Abcc4, Srf, Xrcc5","Combo","Combo_vs_DMSO"
"34","HALLMARK_ANGIOGENESIS",0.313074565883555,0.460403773358169,-0.492808450579197,-1.11431859151849,2451,36,"Slco2a1, Cxcl5, Jag1, Vtn, Vegfa, Kcnj8, Thbd, Pglyrp1, Lpl, Ccnd2, Fstl1, Col3a1, Pf4, Itgav, Stc1, Olr1, Postn, Vcan, Nrp1, Col5a2","Combo","Combo_vs_DMSO"
"35","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.382420717656096,0.54631531093728,-0.41070792382703,-1.0539357951851,3484,105,"Sla, Lck, Plcb1, Cdkn1a, Cdk1, Trib3, Myd88, E2f1, Map2k6, Dapp1, Cxcr4, Slc2a1, Egfr, Prkcb, Nfkbib, Nod1, Ngf, Akt1, Tnfrsf1a, Pfn1, Smad2, Atf1, Ralb, Ppp1ca, Dusp3, Hsp90b1, Prkaa2, Il2rg, Cdk2, Gna14, Pdk1, Vav3, Actr3, Stat2, Camk4, Arhgdia, Cdkn1b, Tiam1, Grk2, Prkar2a","Combo","Combo_vs_DMSO"
"36","HALLMARK_PEROXISOME",0.493386243386243,0.67462703261979,-0.389772626521764,-0.997159520716258,4475,101,"Crabp2, Ech1, Sema3c, Abcb1a, Acsl5, Slc27a2, Aldh1a1, Tspo, Ywhah, Idi1, Top2a, Hsd17b11, Dlg4, Dhcr24, Mvp, Ephx2, Idh2, Abcc8, Aldh9a1, Gstk1, Nudt19, Ercc1","Combo","Combo_vs_DMSO"
"37","HALLMARK_MYOGENESIS",0.499224004138645,0.67462703261979,-0.372714769565764,-0.997691388201449,4824,198,"Bdkrb2, Ablim1, Efs, Fst, Cdkn1a, Pde4dip, Kcnh2, Cav3, Itgb4, Bhlhe40, Vipr1, Stc2, Adam12, Igf1, Myo1c, Tnnt2, Svil, Fxyd1, Sspn, Mapk12, Sod3, Sgcd, Sphk1, Dtna, Tnnt1, Hspb8, Sorbs3, Pick1, Smtn, Hspb2, Erbb3, Myl6b, Notch1, Gpx3, Col15a1, Ak1, Lsp1, Kifc3, Flii, Ptp4a3, Gja5, Aplnr, Ppfia4, Mef2d, Mef2c, Ctf1, Ptgis, Myh9, Col3a1, Tnnc1, Bin1, Igfbp3, Crat, Myh11","Combo","Combo_vs_DMSO"
"38","HALLMARK_NOTCH_SIGNALING",0.520067322630761,0.684299108724686,-0.437686766570432,-0.973966685840694,4016,32,"St3gal6, Wnt5a, Hes1, Jag1, Wnt2, Dll1, Ccnd1, Psenen, Arrb1, Fzd1, Notch1","Combo","Combo_vs_DMSO"
"39","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.635796305541687,0.814714541057723,-0.38942367914787,-0.900728522709847,5093,42,"Jag1, Skp2, Dll1, Tcf7, Hey2, Fzd1, Notch1, Notch4, Wnt6, Lef1, Ccnd2, Dvl2, Wnt5b, Hdac11, Trp53, Kat2a","Combo","Combo_vs_DMSO"
"40","HALLMARK_UV_RESPONSE_UP",0.651771632846178,0.814714541057723,-0.351221426958893,-0.927692225721122,6198,154,"Pdlim3, Tap1, Abcb1a, Il6, Kcnh2, Tst, Col2a1, Rab27a, Rrad, Irf1, Asns, Tyro3, Fmo1, Bak1, Rfc4, Ptprd, Dlg4, Bmp2, Icam1, Nr4a1, Parp2, Prkcd, Ggh, Wiz, Gal, Car2, Btg3, Cdc34, Mgat1, Gpx3, Cxcl1, Ret, Aldoa, Junb, Atp6v1c1, Cdk2, Atf3, Ccne1, Lhx2, Fos, Fgf18, Fkbp4, Ago2, Mrpl23, Cebpg, Sult1a1, Fen1, Lyn, Psmc3, Ephx1, Cdo1, Nfkbia, Pole3, Mapk8ip2, Rpn1, Polr2h, Htr7, Pdap1, Hmox1, Sigmar1, Tchh, Rasgrp1, Mmp14","Combo","Combo_vs_DMSO"
"41","HALLMARK_HEME_METABOLISM",0.676136363636364,0.824556541019956,0.263421626641681,0.946318257952141,237,188,"Rap1gap, Uros, H1f0, Ccdc28a, Tent5c, Aldh6a1, Mboat2, Btg2, Fbxo9, AK157302, Arl2bp, Optn, Slc66a2, Atp6v0a1, Marchf2, Smox, Ranbp10, Slc6a8, Hagh, Map2k3, Fech, Tspan5, Nudt4, Mospd1, Ctns, Clcn3, Arhgef12, Gclc, Dcun1d1, Ackr1, Narf, Rbm38, Cat, Synj1, Sdcbp, Rbm5, Mark3, Gde1, Ppox, Ncoa4, Slc11a2, Ank1, Mgst3, Nek7, Mfhas1, Slc30a1, Pgls, Psmd9, Mkrn1, Eif2ak1, Dcaf10, Igsf3, Glrx5, Urod, Klf3, Minpp1","Combo","Combo_vs_DMSO"
"42","HALLMARK_TGF_BETA_SIGNALING",0.71483345315121,0.850992206132393,-0.358413518855826,-0.854793818287307,5965,53,"Id2, Ltbp2, Skil, Smad6, Nog, Bmp2, Tgif1, Serpine1, Ifngr2, Ppp1ca, Slc20a1, Junb, Klf10, Thbs1, Cdh1, Fkbp1a, Eng","Combo","Combo_vs_DMSO"
"43","HALLMARK_BILE_ACID_METABOLISM",0.76432774024842,0.888753186335372,-0.331631793585994,-0.85449900582912,7014,111,"Ch25h, Cyp7b1, Aqp9, Soat2, Acsl5, Abca9, Lck, Slc29a1, Slc27a2, Aldh1a1, Dio2, Lipe, Cyp39a1, Idi1, Hsd17b11, Dhcr24, Abca8b, Ephx2, Idh2","Combo","Combo_vs_DMSO"
"44","HALLMARK_PANCREAS_BETA_CELLS",0.833375506072874,0.905842941383559,-0.333403012468416,-0.762101323362985,6586,39,"Dpp4, Syt13, Isl1, Pcsk1, Lmo2, Pax6, Abcc8, Akt3","Combo","Combo_vs_DMSO"
"45","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.818141980718668,0.905842941383559,-0.319018591744149,-0.819490374462837,7467,108,"Eif4ebp1, Chac1, Stc2, Asns, Hspa9, Cebpb, Mthfd2, Dkc1, Rrp9, Exosc10, Sdad1, Nhp2, Vegfa, Herpud1, Aldh18a1, Bag3, Eif2s1, Hsp90b1, Kdelr3, Shc1, Atf3, Pdia6, Psat1, Ero1a, Xbp1, Cebpg, Banf1, Nolc1, Ddx10, Xpot, Mtrex, Atf4, Npm1, Ywhaz, Fkbp14, Srpr, Eif4a1, Rps14, Arfgap1, Sec11a, Eif4a3","Combo","Combo_vs_DMSO"
"46","HALLMARK_MITOTIC_SPINDLE",0.800827300930714,0.905842941383559,-0.32232770007784,-0.86293988291703,7743,199,"Arhgap4, Kntc1, Palld, Cdk1, Racgap1, Mid1ip1, Lmnb1, Pif1, Arap3, Aurka, Ccnb2, Sorbs2, Sass6, Plk1, Fgd4, Top2a, Kif22, Dst, Incenp, Tpx2, Abr, Arhgap27, Kif11, Ezr, Net1, Cdc42ep4, Cdk5rap2, Prc1, Kif2c, Wasf2, Ect2, Fbxo5, Pcgf5, Cep250, Ndc80, Espl1, Nusap1, Nek2, Kif15, Fscn1, Brca2, Dlgap5, Shroom1, Birc5, Arhgap10, Ckap5, Smc4, Mid1, Kif4, Synpo, Uxt, Bub1, Myh9, Bin1, Farp1, Katna1, Septin9, Cdc42ep1, Cdc42ep2, Rfc1, Anln, Arhgdia, Kif20b, Arhgef3, Epb41l2, Tiam1, Clip1, Cenpe, Cntrl, Arhgef2, Arhgap5, Shroom2, Dock2, Cep72, Arf6, Kif23","Combo","Combo_vs_DMSO"
"47","HALLMARK_PROTEIN_SECRETION",0.89452736318408,0.947180179226644,0.256921672443894,0.844414681757224,898,94,"Sh3gl2, Kif1b, Ap3s1, Dop1a, Yipf6, Ocrl, Scamp1, Clcn3, Cog2, Adam10, Mapk1, Sod1, Mon2, Ap1g1, Atp7a, Uso1, Gbf1, Atp6v1b1, Rab14, Stx16, Cln5, Snap23, Rab5a, Arfgef1, Gosr2, Dnm1l, Vps4b, Napa, Golga4, Ykt6, Tsg101, Stx7, Atp6v1h, Vps45, Abca1, Vamp4","Combo","Combo_vs_DMSO"
"48","HALLMARK_DNA_REPAIR",0.909292972057578,0.947180179226644,-0.293300281289342,-0.771944370580005,8590,147,"Cmpk2, Lig1, Hcls1, Rad51, Pold1, Tyms, Pola1, Pold3, Dut, Pcna, Rfc4, Pnp, Rpa2, Prim1, Gmpr2, Npr2, Alyref, Sf3a3, Bcam, Ak3, Ssrp1, Polr2i, Pola2, Rfc3, Rfc2, Ak1, Cda, Nme4, Ercc1, Polr3c, Nelfe, Ada, Adcy6, Polr1h, Gtf2f1, Gsdme, Nelfcd, Polr2g, Vps37d, Rpa3, Umps, Fen1, Nudt9, Trp53, Ncbp2, Polr2d, Polr2h, Tarbp2, Clp1, Surf1","Combo","Combo_vs_DMSO"
"49","HALLMARK_SPERMATOGENESIS",0.974378136009395,0.994263404091219,-0.265224161406247,-0.693554036765443,9126,134,"Adcyap1, Ccna1, Cdk1, Pcsk4, Pacrg, Art3, Ybx2, Aurka, Ccnb2, Rfc4, Tle4, Ddx25, Il13ra2, Parp2, Kif2c, Topbp1","Combo","Combo_vs_DMSO"
"50","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.999377141077546,0.999377141077546,-0.227984330923197,-0.607969535093955,9626,183,"Ech1, Mtrf1, Bdh2, Ldha, Timm50, Nqo2, Cox10, Hspa9, Mrpl11, Gpi1, Mrps30, Idh2, Timm10, Cyb5a, Mtx2, Ndufa9, Mrps15, Casp7, Acaa2, Mrpl35, Maob, Atp6v1c1, Got2, Decr1, Abcb7, Tcirg1, Phyh, Ndufs8, Sdhd, Vdac2, Hccs, Mrpl34, Eci1, Uqcrc2, Ndufb6, Retsat, Surf1, Mrps11, Phb2, Oxa1l, Timm17a, Opa1, Slc25a20, Htra2, Lrpprc, Ndufb3, Cox5b, Bax","Combo","Combo_vs_DMSO"
